id_municipio,nome_municipio,ano,apgar1
3300100,Angra Dos Reis,2018,8.27
3300159,Aperibé,2018,8.34
3300209,Araruama,2018,8.01
3300233,Armação Dos Búzios,2018,8.44
3300258,Arraial Do Cabo,2018,8.41
3300308,Barra Do Piraí,2018,8.39
3300407,Barra Mansa,2018,8.4
3300456,Belford Roxo,2018,8.12
3300506,Bom Jardim,2018,8.81
3300605,Bom Jesus Do Itabapoana,2018,8.7
3300704,Cabo Frio,2018,8.4
3300803,Cachoeiras De Macacu,2018,8.31
3300902,Cambuci,2018,8.06
3300936,Carapebus,2018,2.0
3301009,Campos Dos Goytacazes,2018,8.25
3301108,Cantagalo,2018,8.28
3301207,Carmo,2018,8.67
3301306,Casimiro De Abreu,2018,8.64
3301405,Conceição De Macabu,2018,8.0
3301504,Cordeiro,2018,8.9
3301603,Duas Barras,2018,8.21
3301702,Duque De Caxias,2018,8.32
3301850,Guapimirim,2018,8.24
3301900,Itaboraí,2018,8.46
3302007,Itaguaí,2018,8.4
3302106,Itaocara,2018,8.39
3302205,Itaperuna,2018,7.98
3302254,Itatiaia,2018,8.59
3302304,Laje Do Muriaé,2018,8.49
3302403,Macaé,2018,8.56
3302502,Magé,2018,8.02
3302601,Mangaratiba,2018,8.7
3302700,Maricá,2018,9.4
3302809,Mendes,2018,4.5
3302858,Mesquita,2018,8.6
3302908,Miguel Pereira,2018,8.24
3303005,Miracema,2018,8.55
3303104,Natividade,2018,8.34
3303203,Nilópolis,2018,8.47
3303302,Niterói,2018,8.42
3303401,Nova Friburgo,2018,8.26
3303500,Nova Iguaçu,2018,8.11
3303609,Paracambi,2018,8.42
3303708,Paraíba Do Sul,2018,8.95
3303807,Paraty,2018,8.71
3303906,Petrópolis,2018,8.41
3303955,Pinheiral,2018,8.57
3304003,Piraí,2018,8.49
3304102,Porciúncula,2018,0.0
3304110,Porto Real,2018,8.43
3304144,Queimados,2018,8.75
3304151,Quissamã,2018,8.09
3304201,Resende,2018,8.47
3304300,Rio Bonito,2018,7.99
3304409,Rio Claro,2018,8.89
3304524,Rio Das Ostras,2018,8.35
3304557,Rio De Janeiro,2018,8.36
3304607,Santa Maria Madalena,2018,8.07
3304706,Santo Antônio De Pádua,2018,8.62
3304755,São Francisco De Itabapoana,2018,8.07
3304805,São Fidélis,2018,8.13
3304904,São Gonçalo,2018,8.44
3305000,São João Da Barra,2018,8.41
3305109,São João De Meriti,2018,8.19
3305158,São José Do Vale Do Rio Preto,2018,8.98
3305208,São Pedro Da Aldeia,2018,8.19
3305307,São Sebastião Do Alto,2018,8.77
3305505,Saquarema,2018,8.32
3305554,Seropédica,2018,8.23
3305604,Silva Jardim,2018,9.0
3305703,Sumidouro,2018,8.68
3305802,Teresópolis,2018,8.35
3305901,Trajano De Moraes,2018,8.6
3306008,Três Rios,2018,8.51
3306107,Valença,2018,8.14
3306156,Varre-Sai,2018,8.09
3306206,Vassouras,2018,8.22
3306305,Volta Redonda,2018,8.51
