,id_municipio,nome_municipio,geometria
25,3301801,Engenheiro Paulo De Frontin,POLYGON EMPTY
26,3301850,Guapimirim,"POLYGON ((-42.95250517357855 -22.517784998135514, -42.950158581246626 -22.521822163075164, -42.94763384338767 -22.525697031402633, -42.94750433531146 -22.527053291912566, -42.94658925500769 -22.53177501454411, -42.94522474403218 -22.536386971435633, -42.943423427952055 -22.54084648900495, -42.94120197401108 -22.54511230416265, -42.94118433838954 -22.5451394377531, -42.94110333381949 -22.54579019173422, -42.93993475844761 -22.55083768986371, -42.93825013689263 -22.555737164935948, -42.93606755714221 -22.560436010687837, -42.93599164131678 -22.56056308730521, -42.93651998615827 -22.5609105328541, -42.94016395094764 -22.56382784516283, -42.943519978990636 -22.567072265953595, -42.94655882023351 -22.57061551790533, -42.94925398911999 -22.57442671918134, -42.95158199543076 -22.578472652585383, -42.95352254901662 -22.58271805507199, -42.95505873664088 -22.587125925087765, -42.956177169389626 -22.59165784506493, -42.95976484398444 -22.609797629939646, -42.96048624430683 -22.61472157048876, -42.96071459831477 -22.619692834251975, -42.96044764387783 -22.624662174679532, -42.959688025511674 -22.629580364274716, -42.958443268180886 -22.634398682253412, -42.957869526064435 -22.635958905712116, -42.95817826973937 -22.636613541896086, -42.959854810412594 -22.64135087175124, -42.96104736026203 -22.64623256281501, -42.961647855625074 -22.650523237717948, -42.9648670395418 -22.65270238460827, -42.96552264268142 -22.653238483309227, -42.96461040402289 -22.650387537636764, -42.96356946460996 -22.645493415081514, -42.96302288832794 -22.640519760005503, -42.962976148808266 -22.635516380561118, -42.9674703875057 -22.525196029953605, -42.96784773945563 -22.520991917764906, -42.966164077486404 -22.520936314198664, -42.96118973194643 -22.520268595967583, -42.95630738767369 -22.519105550143212, -42.95250517357855 -22.517784998135514))"
27,3301876,Iguaba Grande,POLYGON EMPTY
28,3301900,Itaboraí,"POLYGON ((-42.90466758245504 -22.73873386513237, -42.90415873526388 -22.738365620454577, -42.9002408820671 -22.735218608228852, -42.896658708189555 -22.731694223185844, -42.89344839825801 -22.727828066209753, -42.890963706864206 -22.72413658213834, -42.89061892797664 -22.72389861202248, -42.886516468959066 -22.72035372946512, -42.88282195981627 -22.7163854849502, -42.87999980147078 -22.71300376072592, -42.876943495053524 -22.708937634173946, -42.87490279783478 -22.705554590769275, -42.87273012330796 -22.70310015614734, -42.86985346494593 -22.699124758045837, -42.86754258479425 -22.695164572164803, -42.865988850846804 -22.694523071346044, -42.863871241293765 -22.69346615344535, -42.85000901231526 -22.69112242453973, -42.8442263156946 -22.689787512157682, -42.83864252305124 -22.68777683292159, -42.83834747944376 -22.687650340983623, -42.831705550257034 -22.68859173240126, -42.82669875607466 -22.689046098160823, -42.82167164315824 -22.688995383729022, -42.816675034485684 -22.688440101817328, -42.80972440784738 -22.687311476781083, -42.80947610497195 -22.68736069489176, -42.80869259124381 -22.688231992616036, -42.80878222182448 -22.688248229182207, -42.81358306615066 -22.68962421628542, -42.81822269649887 -22.69147226308798, -42.82265482523179 -22.69377393240552, -42.8268352348683 -22.696506261452942, -42.83072221922267 -22.699641990934477, -42.83427699948957 -22.703149836998165, -42.84119893512938 -22.710699007913366, -42.84426401923972 -22.714381503795234, -42.84696256561816 -22.718340463755485, -42.84926979565431 -22.722539535805804, -42.851164523885274 -22.72694016319906, -42.85262935252497 -22.73150193846531, -42.85365083121419 -22.73618297444156, -42.85421958052454 -22.740940288888332, -42.85433037808237 -22.745730199161464, -42.8539822065216 -22.75050872331519, -42.85317826282543 -22.75523198395344, -42.851925928970985 -22.75985661112117, -42.85023670414647 -22.76434014053623, -42.84852276503994 -22.76783302663689, -42.84796468064226 -22.769583115041232, -42.84733441730249 -22.77105555913353, -42.84871947823942 -22.773790375274547, -42.85047796548186 -22.778297368727298, -42.85179264419954 -22.782953213144182, -42.852651206229716 -22.787714320011847, -42.85304561362283 -22.792536115338613, -42.8529721738947 -22.797373456960962, -42.8524315745959 -22.80218105716929, -42.851428876874884 -22.80691390669629, -42.84997346809496 -22.811527696098537, -42.84821473950998 -22.815660219266398, -42.8491003399867 -22.816089870049428, -42.851742508588586 -22.817710438759818, -42.85933405467489 -22.798229604871818, -42.86131093029727 -22.793803795632954, -42.863707071907065 -22.789590206897568, -42.86649995977504 -22.78562843936248, -42.86966334541977 -22.78195572702581, -42.87316749829947 -22.778606587249566, -42.87697948522953 -22.775612496354114, -42.88106347989935 -22.773001593793307, -42.8853810995799 -22.770798417690642, -42.88989176585721 -22.769023674221867, -42.89099697668176 -22.76870841529075, -42.89102011216238 -22.76850764119527, -42.89212480665806 -22.763503361491022, -42.893735939269376 -22.758638444534288, -42.8958365846195 -22.753963997572328, -42.89955060320893 -22.746717458493812, -42.90199094846764 -22.74248022946991, -42.90466758245504 -22.73873386513237))"
29,3302007,Itaguaí,"POLYGON ((-43.81315167790943 -22.86003502369422, -43.81446100511742 -22.859156576432465, -43.81854747440455 -22.856935354832256, -43.822822663540705 -22.855103466603694, -43.82724957836241 -22.853676763483495, -43.83178991179006 -22.852667591051414, -43.83640437530757 -22.852084681901207, -43.840959618741984 -22.851723478146994, -43.8423648411969 -22.851679620965207, -43.8391164705765 -22.85009870114051, -43.8376592981897 -22.849308865566552, -43.82847574083494 -22.84704079712852, -43.82605444995372 -22.849092887252798, -43.82216940199436 -22.85179856900679, -43.82209667704772 -22.85183959334845, -43.82009785743826 -22.854006514841142, -43.81654446804817 -22.857188409021145, -43.812929388783736 -22.85985125034673, -43.81315167790943 -22.86003502369422))"
30,3302056,Italva,"POLYGON ((-41.66714304750708 -21.405984359707656, -41.664500148149635 -21.40689330790487, -41.65983053238014 -21.408012193897783, -41.655075121048235 -21.40867798693189, -41.6502777727749 -21.408884546473335, -41.645482732960765 -21.408629967446817, -41.64073422571582 -21.407916597805908, -41.63607604598542 -21.406751016878147, -41.63513058158371 -21.406415229473772, -41.630634012827834 -21.407432225439035, -41.62584039230738 -21.4080382505068, -41.621010659069135 -21.408178752906192, -41.61618991521776 -21.40785242056601, -41.61142317891119 -21.40706230091654, -41.60977606452237 -21.406622480765517, -41.608783114835305 -21.410332710404404, -41.609195747061065 -21.410692762392966, -41.61250501844301 -21.41419608892249, -41.615461647084466 -21.418001732222688, -41.617863216577575 -21.42179780195792, -41.61854547984026 -21.42176165450837, -41.62314874556919 -21.421942364053397, -41.62771584032352 -21.42254598381437, -41.6663860293714 -21.429482546871675, -41.667654676408326 -21.429774225799388, -41.668640710389774 -21.428164964786337, -41.67154935511176 -21.424309697693225, -41.67481637158045 -21.420753027639478, -41.67841128075576 -21.417528135935992, -41.679781654829554 -21.416413420071475, -41.67818849615624 -21.415508744379757, -41.6742489936851 -21.41273891743796, -41.67059423125124 -21.40960294349679, -41.66725811280077 -21.406129913883895, -41.66714304750708 -21.405984359707656))"
31,3302106,Itaocara,"POLYGON ((-42.14069126175587 -21.776140793984833, -42.14095273359891 -21.776214073614582, -42.145406786629934 -21.77793542178903, -42.14967632289045 -21.780073806240203, -42.15137052131532 -21.781135660824003, -42.16055242580703 -21.76345625330863, -42.16725865070403 -21.745137543827852, -42.16595953093446 -21.746126779192867, -42.16188425298474 -21.74865274115373, -42.15758576989172 -21.75077675087457, -42.15310360771053 -21.752479277343287, -42.14847898148973 -21.753744665233658, -42.14375441628456 -21.75456127886156, -42.13897335612415 -21.754921609179128, -42.13417976452851 -21.75482234282309, -42.12941772024858 -21.754264392582307, -42.123464833979895 -21.753275608083396, -42.118792528583455 -21.752267941834685, -42.11423778910136 -21.750818743008903, -42.10984223825332 -21.748941254865468, -42.097149473971896 -21.74278657584189, -42.09278897940536 -21.74039743688713, -42.08868733225392 -21.73758702971824, -42.084885092718245 -21.73438314577476, -42.08141986022925 -21.730817467493267, -42.078325901636326 -21.726925255007394, -42.075823671476066 -21.72343424034818, -42.073371130120535 -21.719665494640157, -42.07297671681093 -21.718920579215588, -42.07068341440778 -21.717124861034375, -42.066249084595206 -21.713258393465395, -42.06442004735153 -21.712380975841914, -42.05998697413197 -21.7096543323405, -42.03963407533689 -21.695625515639204, -42.03562765458888 -21.69255447870851, -42.031951311547814 -21.689095117946135, -42.02942555008483 -21.68618491053841, -42.02891695259718 -21.68638921123399, -42.02433846563481 -21.68797534547325, -42.0196279476853 -21.68911085651978, -42.01482963685195 -21.68978508039659, -42.01090530743491 -21.689952562023205, -42.01432179261006 -21.69109596195342, -42.01673224567772 -21.69216619387335, -42.01829879326709 -21.692759604518805, -42.01909938042716 -21.69301903298667, -42.02357665095661 -21.694970816731935, -42.02784212955774 -21.697350124086096, -42.02883103584297 -21.698036207154548, -42.03039901653354 -21.698577817925603, -42.034849107085485 -21.700621785256576, -42.03907790595283 -21.703091272756048, -42.043044848622024 -21.70596259200509, -42.045278854849656 -21.707939859997023, -42.04538937416073 -21.70799292944053, -42.049712929836716 -21.71063828025382, -42.053746448787294 -21.713707765468648, -42.05744848093475 -21.717169841809213, -42.0607809826943 -21.72098893157398, -42.063709707925376 -21.725125788246572, -42.06620455985891 -21.729537899808903, -42.06630435140505 -21.72976549559763, -42.06647855203934 -21.729915346233845, -42.06925894108181 -21.73256159724557, -42.07041700857661 -21.732978829934936, -42.07481016023902 -21.735063703062014, -42.079190572246006 -21.73741000228659, -42.08328806744449 -21.73986351300613, -42.08713278372817 -21.74269676881006, -42.090689643164055 -21.74588391999975, -42.09392619413079 -21.749395888050888, -42.09573471419814 -21.7517795518199, -42.09898992558112 -21.75225882619314, -42.103676661335825 -21.75341960291116, -42.108229582992315 -21.755027022897803, -42.112606233837454 -21.757066096707963, -42.11676580091127 -21.759517809656497, -42.1206694955942 -21.76235929913316, -42.121308062159045 -21.762925962184188, -42.124792843275536 -21.76439366579563, -42.12911277219646 -21.766736595086854, -42.13318183238493 -21.769492289686777, -42.134700732240425 -21.77075513346986, -42.13551562573684 -21.77133617053776, -42.13924845527511 -21.77460112835714, -42.14069126175587 -21.776140793984833))"
32,3302205,Itaperuna,"MULTIPOLYGON (((-42.09519850557502 -21.125528251609953, -42.0949639848376 -21.125099481399108, -42.093099294879394 -21.120762473627703, -42.09233872847122 -21.118734651625758, -42.08971328848272 -21.116923592470997, -42.08603964953515 -21.11381315212341, -42.08604689662556 -21.114051663379744, -42.0856918290668 -21.119080346433602, -42.08483219866196 -21.124047716139444, -42.08387369157153 -21.127481316183975, -42.08860601092613 -21.128037931805228, -42.09093875642433 -21.128545477951885, -42.092587149350976 -21.12722829304602, -42.09519850557502 -21.125528251609953)), ((-41.99402796258631 -21.179035070850663, -41.98987751832169 -21.18059880349902, -41.98915354982919 -21.18079235535111, -41.98640250784388 -21.18307487707773, -41.982724393609104 -21.18560868281316, -41.97973814234223 -21.18729427828236, -41.97901835680472 -21.18801129023184, -41.97548809791266 -21.19093537582962, -41.97170487725737 -21.19352385915032, -41.96770049357181 -21.195754983469342, -41.96350860450882 -21.19760999573661, -41.95916444374178 -21.19907330419973, -41.95470452481846 -21.200132609455814, -41.95470327020683 -21.20013284728306, -41.954494868587844 -21.2002488631418, -41.94999735658901 -21.20246488775085, -41.94530052118633 -21.204219343919515, -41.94045159071167 -21.20549458997398, -41.93549932286629 -21.20627780286666, -41.930493514445104 -21.206561107116467, -41.92548450061232 -21.20634165399953, -41.920522648763686 -21.20562165019412, -41.915657852064626 -21.20440833559173, -41.91093902775688 -21.202713910497405, -41.90641362527849 -21.2005554129514, -41.90212714914294 -21.197954547405672, -41.89812270137533 -21.194937466478017, -41.89444054810631 -21.191534507978258, -41.891117714682025 -21.18777988985093, -41.89071631845383 -21.187222540493902, -41.889188857271456 -21.185819711923912, -41.88748305908292 -21.183899543488756, -41.88538507282543 -21.183118690730396, -41.878755660454935 -21.180263378379173, -41.87453588697349 -21.178205937710864, -41.870527679329825 -21.175761797407265, -41.8667663731616 -21.17295250456969, -41.86328512746748 -21.169802825418493, -41.86011463228333 -21.166340526958564, -41.85769886091978 -21.16314622640306, -41.854915348312986 -21.16493172091703, -41.85064804511733 -21.16712286386017, -41.847645662299286 -21.168316456133326, -41.84715687675129 -21.169232433581428, -41.84449185307857 -21.17324282218158, -41.841453423802925 -21.17697826264253, -41.838069768007664 -21.180404111640897, -41.834372266485275 -21.183488597074856, -41.830395210704786 -21.18620311272582, -41.826175484784955 -21.188522483559016, -41.8217522234225 -21.19042519920246, -41.817166448948086 -21.19189361343906, -41.81246880670948 -21.192912347855522, -41.8120793139432 -21.194056192916108, -41.810073091256555 -21.1984836895908, -41.80764643177282 -21.20269545644366, -41.804822270002454 -21.20665168780288, -41.8016272972749 -21.210314993078583, -41.80015714509887 -21.21184379394021, -41.796611727785496 -21.215187958272683, -41.792757568726 -21.218171056821614, -41.788631287702415 -21.220764746071104, -41.78427209002758 -21.222944382426135, -41.77972139404104 -21.224689256360463, -41.777958514224444 -21.22517454345075, -41.777789173666605 -21.226755006535015, -41.77681784413852 -21.231471790352494, -41.77539724919092 -21.23607325105838, -41.77456604383884 -21.23836728342926, -41.77269053557307 -21.242850270991912, -41.77038869870505 -21.247130020490996, -41.767682276117654 -21.25116610591134, -41.76459683236334 -21.254920402860286, -41.76116151218435 -21.25835744868624, -41.75740876521486 -21.261444777454756, -41.753374039465555 -21.264153226617974, -41.74909544648578 -21.266457212480635, -41.74461340136637 -21.268334971860707, -41.73698417963837 -21.271103631562152, -41.734756944868614 -21.273495007526964, -41.7309331186535 -21.276843515506293, -41.72928751741793 -21.27801218826627, -41.727589396208536 -21.279726945332605, -41.726621889949264 -21.2805212616052, -41.7249420019399 -21.283563657365605, -41.72221091345287 -21.287546128481086, -41.71910838646872 -21.291246567214834, -41.71566336001949 -21.294630457472174, -41.71190796782435 -21.297666235785936, -41.70787723856014 -21.30032558572685, -41.70360876912898 -21.30258370202696, -41.700756220246745 -21.3037561836124, -41.70357514371385 -21.305211857647368, -41.70793612092523 -21.307750407242317, -41.71022774540491 -21.309414679565947, -41.71388335257483 -21.311166216665885, -41.71808248574006 -21.313430553308482, -41.72204669937613 -21.316084785780955, -41.72294135307931 -21.316816351701554, -41.723448305593585 -21.316814739075127, -41.728311439857606 -21.31727595793721, -41.7331063576402 -21.318209532340653, -41.73778729088015 -21.319606551206604, -41.74230955951224 -21.32145367982363, -41.74524988962365 -21.32300509598395, -41.74836821585557 -21.324285031428932, -41.75374707957837 -21.326823762367127, -41.755549145912966 -21.32779644294325, -41.79649700736418 -21.26167248683956, -41.79928912998903 -21.257623190131557, -41.80246559910872 -21.253867821106645, -41.80599567571067 -21.250442720850295, -41.80984519888693 -21.247381034403737, -41.81397691641281 -21.24471239001604, -41.818350845240374 -21.242462612428568, -41.82292465841844 -21.240653472966336, -41.82765409469477 -21.2393024788547, -41.83249338683672 -21.238422703800172, -41.83739570452528 -21.238022661474844, -41.842313607536894 -21.238106223128714, -41.84719950482725 -21.23867258012721, -41.85200611507463 -21.23971625177645, -41.85668692422605 -21.241227138360426, -41.861196635618434 -21.243190618877023, -41.865491608319005 -21.245587692526904, -41.86937080859459 -21.248284306906534, -41.87323666686195 -21.24706330311816, -41.8781348797207 -21.246040726279638, -41.88311077162616 -21.24551285096724, -41.888114507722 -21.24548496399003, -41.89309597428504 -21.24595734464335, -41.89800528062728 -21.24692526191166, -41.901167660813556 -21.24771499475233, -41.90967111143137 -21.246327310273134, -41.91429633377819 -21.24579217501768, -41.918951280610145 -21.245689600699603, -41.92359558599441 -21.246020476804468, -41.92818897627674 -21.246781934100234, -41.93269161931935 -21.247967369518125, -41.93706446991006 -21.249566503411955, -41.941269608347625 -21.251565468699305, -41.94429740006331 -21.253181708294196, -41.94877929430365 -21.255884668473893, -41.952954082792374 -21.259041329809698, -41.95481818632236 -21.26078536972988, -41.955741726800824 -21.26101698781813, -41.95940800318584 -21.260427891928288, -41.963780607541814 -21.259921549355777, -41.968180800543784 -21.259801744514544, -41.972574478845004 -21.260069405942502, -41.979730325074726 -21.260822652914026, -41.98279547817244 -21.261291795743713, -41.9817721379357 -21.257887408579993, -41.98084933149399 -21.25415144644199, -41.97993050065251 -21.2494903874604, -41.97945818876054 -21.244763163917785, -41.97943665979713 -21.24001245266063, -41.97986610812337 -21.235281142579876, -41.980742656727685 -21.23061194741482, -41.98205839222713 -21.22604702013822, -41.98380143630848 -21.22162757240399, -41.98595605296433 -21.217393502492964, -41.98850279055602 -21.213383035115683, -41.99141865742083 -21.209632376323974, -41.99467732943819 -21.206175386646752, -41.99598134760501 -21.205031975848957, -41.99757602228234 -21.200257953217882, -41.99880732373536 -21.197527088811146, -41.99893405472465 -21.19507995748606, -41.99808799869899 -21.19152945611375, -41.99742246760368 -21.186628454153592, -41.997244404793214 -21.181685677050805, -41.997320737696235 -21.180474698172155, -41.997017228611426 -21.18037253797959, -41.99402796258631 -21.179035070850663)))"
33,3302254,Itatiaia,"POLYGON ((-44.59305647965368 -22.450472862992115, -44.5789757372904 -22.45573869629178, -44.58168506269699 -22.457789850738187, -44.58531405165047 -22.46115011056424, -44.58763133562118 -22.463519172115653, -44.59135814290611 -22.465361551057917, -44.59174688000179 -22.46557532771557, -44.59257967478493 -22.465015460056836, -44.59678779625295 -22.462737611752875, -44.598787473053676 -22.461891219300497, -44.59305647965368 -22.450472862992115))"
34,3302270,Japeri,POLYGON EMPTY
35,3302304,Laje Do Muriaé,"POLYGON ((-42.140056777764144 -21.255702854793384, -42.139360347046434 -21.256195841787076, -42.14010162098046 -21.256124258369063, -42.140056777764144 -21.255702854793384))"
36,3302403,Macaé,"POLYGON ((-42.183421194541545 -22.305174515116278, -42.18184639360755 -22.30380857074617, -42.17834497216223 -22.300079725426265, -42.17524284202689 -22.2960126591395, -42.17500374073649 -22.295663491128494, -42.17188393103586 -22.29350776483295, -42.170709106875414 -22.292606340743347, -42.168378428473765 -22.29188681681748, -42.164124602653985 -22.290130749293695, -42.16005025377203 -22.28799100901944, -42.15618989776777 -22.285485722853448, -42.15416390755384 -22.28403416534096, -42.150114704562256 -22.280802896889032, -42.14642157481848 -22.277170000885693, -42.1431241635395 -22.273174475947386, -42.140257867961445 -22.268859213460043, -42.138307309510665 -22.265136687307802, -42.136170672779514 -22.263908383515094, -42.13584098489332 -22.26367543417138, -42.13371216477729 -22.263887641703132, -42.128586232873026 -22.264133947161028, -42.12346205339412 -22.26385353864884, -42.118393606177676 -22.26304937008453, -42.113434283958306 -22.26172991285133, -42.10863632991108 -22.25990906655732, -42.1083835207224 -22.259782108905757, -42.106899558742136 -22.259373558993225, -42.10674775633595 -22.25931458039499, -42.10417197481294 -22.259116824303092, -42.09907978549507 -22.258461496340445, -42.094081644783714 -22.257287428106867, -42.08923025276821 -22.255606998905865, -42.08457676222866 -22.25343792707995, -42.08017023928412 -22.25080308318952, -42.077297552489576 -22.24865693914141, -42.07565906632654 -22.24805439803192, -42.070973166480265 -22.246054631059064, -42.066515095356856 -22.243588393606252, -42.06233113972735 -22.240681291852734, -42.05846474030654 -22.237363509335186, -42.054956040721514 -22.233669493561383, -42.05184147071282 -22.229637598352436, -42.04915336789573 -22.22530968562691, -42.04691964200881 -22.220730690761535, -42.04516348513579 -22.215948156041083, -42.04409027624391 -22.211744727629522, -42.03572127140871 -22.210997645061283, -42.03110065333217 -22.210366827470715, -42.02655890522138 -22.209308259409607, -42.013559704363 -22.205631588204405, -42.00885614286514 -22.204045172892474, -42.00433306237765 -22.202000191912187, -42.00003504275145 -22.19951680076321, -41.99970480853401 -22.19927941762607, -41.9988009246583 -22.199907156991813, -41.994625440753325 -22.202249499440505, -41.99024507092612 -22.204181750501974, -41.985699976569386 -22.205686194344732, -41.98103182935162 -22.20674903748505, -41.97628342915069 -22.2073605352524, -41.97149831164343 -22.207515081133415, -41.96714404858261 -22.207238200541397, -41.967428660569645 -22.20828963447572, -41.96855939455518 -22.213591719068436, -41.96910944191758 -22.21898505831917, -41.96907233615476 -22.224406246707037, -41.968448513491865 -22.229791551309344, -41.96720698388995 -22.237043150027436, -41.96618046896031 -22.241694420185024, -41.964716016557574 -22.24622690583197, -41.96282691690773 -22.25059947366936, -41.9605303140034 -22.25477244168739, -41.95784705001843 -22.25870793928828, -41.954801476160554 -22.262370250970246, -41.95142123167888 -22.265726140453495, -41.95106070446242 -22.266021570810786, -41.95000769973165 -22.267985622535146, -41.94725513029279 -22.272087930101915, -41.94411116705497 -22.275898581102386, -41.942614477914375 -22.27754020143627, -41.939229029524384 -22.28091437783843, -41.935536862187234 -22.283949872451952, -41.934044931026584 -22.284954141570715, -41.93282516361645 -22.288211372478433, -41.930682502392784 -22.29258297126007, -41.92812484412178 -22.296725465339225, -41.92517643732008 -22.300599580768424, -41.921865235093144 -22.304168588030862, -41.91692672794906 -22.30899720238617, -41.91281495430068 -22.312599538876547, -41.90833449511562 -22.31573147058341, -41.90353890713392 -22.31835556026085, -41.900054427696496 -22.32002155095444, -41.89528462536951 -22.32200623954118, -41.89033549066998 -22.323488153422172, -41.88525986056594 -22.32445147168303, -41.88011192249051 -22.324885909936835, -41.87494663583682 -22.324786830120264, -41.86981914521144 -22.324155290009557, -41.869519821672434 -22.324086492038624, -41.86910899237077 -22.32414784379525, -41.86405543076659 -22.32438561021917, -41.85900371124108 -22.324111479602276, -41.854005553334616 -22.323328258495778, -41.84911212822336 -22.322043965522923, -41.844373534828364 -22.32027174928429, -41.83983828690247 -22.318029753742323, -41.83555281634615 -22.315340932463304, -41.83156099783741 -22.312232813618593, -41.8279036996425 -22.308737218150995, -41.82586048296584 -22.30634451344871, -41.82261832530961 -22.303075971559288, -41.819610989814635 -22.29940540624185, -41.81696515803591 -22.295466283150645, -41.81470466057443 -22.29129408136315, -41.81284985738409 -22.286926379260894, -41.811417454392725 -22.282402516066757, -41.81010621891524 -22.277457047854757, -41.80929492690926 -22.273554091744497, -41.80811940645925 -22.271138390092805, -41.805824403922166 -22.265601011071208, -41.80420853492463 -22.25982878702351, -41.80195250357199 -22.24939647363088, -41.80105321688656 -22.247637074998472, -41.79936771818767 -22.243442359527304, -41.79806798019711 -22.23911255296074, -41.7971646277758 -22.2346830498113, -41.796953812733946 -22.232787086040872, -41.796397277055405 -22.23174031059214, -41.79574376273774 -22.230156812588145, -41.79483523362602 -22.22962527297074, -41.75773418433776 -22.273527948284972, -41.75770132353007 -22.273783257441853, -41.75664184692767 -22.278442261607783, -41.755349733432666 -22.282351852842307, -41.75523270168055 -22.283423671988196, -41.75460851086537 -22.28639795878738, -41.76790574329591 -22.297911524281773, -41.7777402305688 -22.302209917947433, -41.78173819126185 -22.30417385126227, -41.78554550244174 -22.306485799650048, -41.78913194818471 -22.30912741481903, -41.79931767050411 -22.31735408536774, -41.80247730281655 -22.320133655936395, -41.80539200936583 -22.32316907594481, -41.80804114319983 -22.326438843341048, -41.81352714560193 -22.333825159496644, -41.816398246407736 -22.338141503439097, -41.81880699722099 -22.342731924376906, -41.82072750489071 -22.34754707703878, -41.82213912469321 -22.352535200373246, -41.82355559845782 -22.35875488068154, -41.82371311722966 -22.359694719330268, -41.8254279268965 -22.35950611506468, -41.83095432608646 -22.35951185778623, -41.83902805014524 -22.359967143107845, -41.84352725892445 -22.3604257145771, -41.8473420758906 -22.361167504907534, -41.85320998234262 -22.36095959773254, -41.85805264519699 -22.361022717060468, -41.86286648410647 -22.361554057369716, -41.86760633492664 -22.362548633547387, -41.87222772768021 -22.363997114333547, -41.872416474752896 -22.36407705570467, -41.87248383638888 -22.36403745125488, -41.87427952929433 -22.362301915542915, -41.87806040911924 -22.3592958886572, -41.882113704271575 -22.35666871369232, -41.886401587374515 -22.354444908758513, -41.89088404175918 -22.35264522751523, -41.89554691294097 -22.351029962828424, -41.89651232808372 -22.349459257726725, -41.89944110306121 -22.345592004124004, -41.90273086177953 -22.34202677469636, -41.90635063659071 -22.338797130193807, -41.910266353289984 -22.335933472388213, -41.91444115186824 -22.333462757890835, -41.91883573348811 -22.331408244400304, -41.92340873041771 -22.329789271769787, -41.92811709543951 -22.32862107995419, -41.92983289670663 -22.3282827830165, -41.93480928949018 -22.32755935636757, -41.939833179707485 -22.327339451076252, -41.94485375004331 -22.32762529151371, -41.94982021676348 -22.328413986366037, -41.95468234339905 -22.329697557880305, -41.959390948894885 -22.33146302256057, -41.96389840508248 -22.333692522497664, -41.96719545254056 -22.335535224830085, -41.97122627848141 -22.33804829893841, -41.97405673996321 -22.338445481027684, -41.97873000073441 -22.33956719126325, -41.9889143042818 -22.342536012860048, -41.993878407036334 -22.344271135730093, -41.99743152942871 -22.34595030670951, -42.00678215954668 -22.342382083442725, -42.011661805231405 -22.34080159246103, -42.01667769558833 -22.339729334246353, -42.02177704560687 -22.33917659276967, -42.02690619198389 -22.339149184837698, -42.032011157852565 -22.33964739887938, -42.03703822081103 -22.3406659919106, -42.04193447827319 -22.342194244709027, -42.0466484041921 -22.344216074618465, -42.05113039129729 -22.3467102047956, -42.05822095300991 -22.351146925195994, -42.06215340759532 -22.353877951722122, -42.06546533749293 -22.356683477269804, -42.066377075485775 -22.357098377687873, -42.07048414398018 -22.359460010461092, -42.07466076553261 -22.362132623422568, -42.07561468293723 -22.36153967311399, -42.08015245820165 -22.359319255009915, -42.08489113114681 -22.35756807265902, -42.08978232625109 -22.35630400329416, -42.09477611094533 -22.355539951375214, -42.099821505357696 -22.355283716851776, -42.10062187303416 -22.355324040410487, -42.10328942460772 -22.354524606050408, -42.10814335758346 -22.35333077650316, -42.11309223466267 -22.352627562470566, -42.118086594997486 -22.352421992125226, -42.12307652316409 -22.352716120010715, -42.12801214803533 -22.35350700650772, -42.132844141210654 -22.35478674721367, -42.137524210021716 -22.356542551942155, -42.14200558018662 -22.35875687255261, -42.14337425147495 -22.359612947344566, -42.146115648489626 -22.360736495032814, -42.15062950478742 -22.363152269508596, -42.154170808403315 -22.365543116331075, -42.15426340671096 -22.36435729375706, -42.155156433443985 -22.35940876347336, -42.15654198458491 -22.354574955786823, -42.158406046420815 -22.349904760695985, -42.16318361451941 -22.339489456880383, -42.16428178889085 -22.337415354861516, -42.16506752432748 -22.33462969392958, -42.16691667832969 -22.329942210445026, -42.169228249338545 -22.325464654034118, -42.16953743657548 -22.324990038235203, -42.170028779252874 -22.3236285073482, -42.1721386664328 -22.31919868837791, -42.17467257971435 -22.314996997824906, -42.177606117593655 -22.311063897834796, -42.18091103019481 -22.307437264034654, -42.183421194541545 -22.305174515116278))"
37,3302452,Macuco,POLYGON EMPTY
