,id_municipio,nome_municipio,geometria
50,3303609,Paracambi,POLYGON EMPTY
51,3303708,Paraíba Do Sul,"POLYGON ((-43.378044238152725 -22.094966907141405, -43.37662612221564 -22.09618392367669, -43.372536184135264 -22.09903900105126, -43.36818213502096 -22.101472376613362, -43.36360730473293 -22.103459834324045, -43.35885722026264 -22.10498159575121, -43.35397915266532 -22.106022516897117, -43.34902164663615 -22.10657223890578, -43.34606169838872 -22.10660372330871, -43.34584481625866 -22.106702498602168, -43.34204576117121 -22.108011029814282, -43.33834980788284 -22.10997154306499, -43.333958951081925 -22.111789905784413, -43.32941528936058 -22.11318317696672, -43.32827654781852 -22.113416920263663, -43.32489085663773 -22.11460494752146, -43.320196093479744 -22.115757576370324, -43.31541196288418 -22.116451441499375, -43.310583185668314 -22.116680056836575, -43.30772696679113 -22.116538809261712, -43.30714251763054 -22.118601086742615, -43.295813084550446 -22.151629423367584, -43.29391334223908 -22.156365224018685, -43.291540821441735 -22.160882742554644, -43.2887202313254 -22.16513493023303, -43.28548094757871 -22.169077501661047, -43.28185670647201 -22.172669396015994, -43.248291561086006 -22.20269940481507, -43.247731903833966 -22.20707172709665, -43.24687565989199 -22.21188138920251, -43.2455541327372 -22.216584533814352, -43.24377993819815 -22.221136262826313, -43.241570013447905 -22.225493123606622, -43.23894545531498 -22.22961352381384, -43.23593131888457 -22.233458128454057, -43.23255637831261 -22.236990235388518, -43.228852852136185 -22.24017612570698, -43.22485609570242 -22.242985385621953, -43.22356696396742 -22.243714814140162, -43.223921837178864 -22.246353798773292, -43.22472197831051 -22.24875267306672, -43.22559077995194 -22.25186967305199, -43.2267660706338 -22.25217825680394, -43.23133781235693 -22.25386934615738, -43.23199334283105 -22.25418747680413, -43.23481949942631 -22.253631158865314, -43.23971590649325 -22.2531599467268, -43.24463492004194 -22.253172143144596, -43.24952893023284 -22.253667630072783, -43.2543505692274 -22.254641611823587, -43.259053169648816 -22.256084661483587, -43.26359121626337 -22.257982812154328, -43.2679207865104 -22.260317692134272, -43.27199997561722 -22.26306670273366, -43.277335424910625 -22.26705754770405, -43.28115020528012 -22.270217369196917, -43.284601492381434 -22.273706681325557, -43.285024927559675 -22.273151867710947, -43.311233489551675 -22.242522583987874, -43.312459628764024 -22.24114206433886, -43.35522177062882 -22.194750142137917, -43.378044238152725 -22.094966907141405))"
52,3303807,Paraty,"MULTIPOLYGON (((-44.81238794249781 -23.212015100358673, -44.81157371512514 -23.211662646282512, -44.8088151893198 -23.210114670109046, -44.805506286983274 -23.208936735449715, -44.80126714601184 -23.206964037025998, -44.79723081197095 -23.2046039813578, -44.793432581560815 -23.201877206523275, -44.78990566932681 -23.198807557465113, -44.786680917206816 -23.195421877472665, -44.78378652482647 -23.19174977344429, -44.78124780290065 -23.187823356982673, -44.77919315872075 -23.184293940152582, -44.777040824399776 -23.18016593008034, -44.77614765874885 -23.177977378457662, -44.77564020103339 -23.176985106716565, -44.77385889012943 -23.17246727011867, -44.77252426541955 -23.167797934732814, -44.77164891717459 -23.163021149044525, -44.771585153260254 -23.16226451838982, -44.76976319659042 -23.158331759838777, -44.76814878034451 -23.153706504537066, -44.766994743215875 -23.14894546213789, -44.766356647954986 -23.14441048939316, -44.76573312394149 -23.142800615713334, -44.76439984360392 -23.13796860638348, -44.76382418784567 -23.13459350484518, -44.762982506412214 -23.13256659731875, -44.76153149058784 -23.12775862094471, -44.76057011334674 -23.12282933727097, -44.760108073863826 -23.117828477019764, -44.76015003357851 -23.11280649303749, -44.76030211130197 -23.11141476132755, -44.75993389163918 -23.109963579373844, -44.75919743477724 -23.105080234654828, -44.75894631602239 -23.100148058286813, -44.75918298523137 -23.09521516744677, -44.75990513351388 -23.0903296862819, -44.76110571575756 -23.08553927642152, -44.76183790149694 -23.083497871447207, -44.76030338896139 -23.079743735272196, -44.758937820681375 -23.075227541862894, -44.75838961747143 -23.072512482226475, -44.757335140347216 -23.070762881946784, -44.75528153354089 -23.066483578475214, -44.75364296087699 -23.06202882609804, -44.75243418900139 -23.057438770578816, -44.75166611124009 -23.052754777018894, -44.75138349020978 -23.04857826048795, -44.75090984906287 -23.047637189881293, -44.748827676062135 -23.042905765420606, -44.74724514145478 -23.037984647046827, -44.74617916052395 -23.03292643525932, -44.74584262713816 -23.029710651458117, -44.74337242124574 -23.028686521372475, -44.74247411703967 -23.028208665101307, -44.74013203949338 -23.027587932192166, -44.73539439028726 -23.02580261541259, -44.730861573586154 -23.023547344085703, -44.72658006467881 -23.0208452416672, -44.72259376217749 -23.01772401300341, -44.71894353792237 -23.014215660271557, -44.71566681791973 -23.0103561548592, -44.71279719861044 -23.00618506854704, -44.710364102403304 -23.00174516777669, -44.709609214296584 -23.00018506568961, -44.70942614423165 -22.999754209132405, -44.70782267013453 -22.9976014080563, -44.70534997410252 -22.993520034368572, -44.703277620919984 -22.989221524262447, -44.70206154783953 -22.985928540953967, -44.70131470453356 -22.9859333593032, -44.69917558129961 -22.985730587075086, -44.69488324240023 -22.986533830373403, -44.69010799408284 -22.986960302946326, -44.68531385212496 -22.9869274664422, -44.680544893628735 -22.98643562275821, -44.67584496416078 -22.985489293880658, -44.67125727463829 -22.984097180310066, -44.666824004049985 -22.982272081069183, -44.66258591166461 -22.98003077602943, -44.65935683352705 -22.97790418312562, -44.655077382296035 -22.977784941282206, -44.65282192497223 -22.97749486077293, -44.65177987161424 -22.978432424022376, -44.647688280616805 -22.98142353088361, -44.643314902564214 -22.983985054171562, -44.638704674505746 -22.986090673889006, -44.633904967156425 -22.987718754509388, -44.62896509815654 -22.988852567284766, -44.62651029585728 -22.98915904453833, -44.62384649432565 -22.9904282005143, -44.61964120927825 -22.992201082544284, -44.61529179126003 -22.993583144744374, -44.613110707167145 -22.99406255209268, -44.612652175478544 -22.994268756510095, -44.612415124512076 -22.99434706411067, -44.61667021840745 -22.994081344294482, -44.62164384724933 -22.994266529209703, -44.62657442472379 -22.994945265592943, -44.63141309615007 -22.996110828177336, -44.63571909387337 -22.997614493011604, -44.63712213527631 -22.99732143880338, -44.64189059166937 -22.99679514353649, -44.646687537664576 -22.99672826903015, -44.65146881226417 -22.99712143093542, -44.6561903987423 -22.997971009778155, -44.66080882986585 -22.999269184280106, -44.66528158805662 -23.00100400336213, -44.66956749681095 -23.00315949616659, -44.67119000473325 -23.004181185781903, -44.67159584380423 -23.004224412384303, -44.67618390629602 -23.004946279359405, -44.68103272943938 -23.005957528501277, -44.68575770621357 -23.007443565239004, -44.69031246813329 -23.009389806374422, -44.694652317114034 -23.011777152500734, -44.69873466411605 -23.014582175434263, -44.70251944709121 -23.017777348126543, -44.71195243271641 -23.02657703941165, -44.71560751135397 -23.030365734617483, -44.71884398045107 -23.034517731606048, -44.720336796254685 -23.036915949997134, -44.72058967442666 -23.037156449119212, -44.723730233299946 -23.04077646201369, -44.72650978982389 -23.044680520020805, -44.72890280809776 -23.04883275639819, -44.732126852010964 -23.0551036989547, -44.732231136758124 -23.055333942430842, -44.73386590401257 -23.057859245756717, -44.736156926608736 -23.062323920343548, -44.73798888462415 -23.066995754408687, -44.73934332503613 -23.071827689308172, -44.7402066047811 -23.07677105372771, -44.74022378937756 -23.077007716830376, -44.74133725741989 -23.080114488734885, -44.74358765001847 -23.087707502980987, -44.7446954575715 -23.092198218474504, -44.74538354804653 -23.09677208934243, -44.74546511004023 -23.098207005045495, -44.74635908648958 -23.100736885862535, -44.747574080549235 -23.10580115718355, -44.748255707120556 -23.110964338353632, -44.74875171387643 -23.11721756638302, -44.74890258115677 -23.121925213387414, -44.74860980487224 -23.126626168960644, -44.74849705962266 -23.127340992017274, -44.74907685793386 -23.131634558083352, -44.7490909478304 -23.132034977178673, -44.75043429366684 -23.134480556448338, -44.75234083685311 -23.138920065826998, -44.75380998297598 -23.14352286498772, -44.75441004879819 -23.146306844590498, -44.755655343220724 -23.14965383799337, -44.75658849996009 -23.153224614606735, -44.758593634990675 -23.155951953824655, -44.76115980083008 -23.160302792953534, -44.76327389012181 -23.16489034510117, -44.76491432646358 -23.16966778969523, -44.76544315337197 -23.171505295282206, -44.76653462047927 -23.176106286810157, -44.766774890473165 -23.177832380848418, -44.76686395663643 -23.178020576796275, -44.768605672126526 -23.182175229483448, -44.769966366815396 -23.18646978670895, -44.77093499474043 -23.190869385752308, -44.77150369269178 -23.19533831117567, -44.77166784404505 -23.199840284757634, -44.77164447110237 -23.202552022216228, -44.771360922733514 -23.207455786132055, -44.77059758278614 -23.2123080652197, -44.76936181819306 -23.217062030521436, -44.76766555521964 -23.221671801898047, -44.765525164364256 -23.22609289081435, -44.762961302368026 -23.230282629694507, -44.76250889551226 -23.23088092697744, -44.762646329184584 -23.23398058798859, -44.76239119946037 -23.23882061709133, -44.76166865167546 -23.243613204867273, -44.760485475170015 -23.2483133182966, -44.75885278753093 -23.25287679328445, -44.756785930126625 -23.257260749643937, -44.75430432395361 -23.261423994015054, -44.753620894494404 -23.262352526283024, -44.75602057912062 -23.26019686942619, -44.7603033551188 -23.257099595513747, -44.76488915097523 -23.25447171570249, -44.767448586815036 -23.2531796895567, -44.76842188917906 -23.251860385425395, -44.771714158034804 -23.248210663513813, -44.775348869897385 -23.24490183080024, -44.77929089963213 -23.24196586318788, -44.783502152245376 -23.239431133285535, -44.787941931026964 -23.23732213622035, -44.790392788892824 -23.236441025228565, -44.79193204614625 -23.23303546594725, -44.794375296855115 -23.22879252009914, -44.797221815385505 -23.224808879082126, -44.800444306968245 -23.221122741334362, -44.8040118716942 -23.217769452587113, -44.80789030080811 -23.21478116694068, -44.812042404730384 -23.21218653854437, -44.81238794249781 -23.212015100358673)), ((-44.74649413901614 -23.270493604282066, -44.74462233070182 -23.27221081258341, -44.74075039066334 -23.27512612615659, -44.73661437802527 -23.277652857711256, -44.73535164517512 -23.27826505582306, -44.73313128989399 -23.281679790499947, -44.73011388598915 -23.285462349965247, -44.72674499059924 -23.288935536727475, -44.72305615340592 -23.29206682441701, -44.72040603329783 -23.293907305670835, -44.7245397614366 -23.295507518739118, -44.72600010095816 -23.29624232146989, -44.73144053452974 -23.29792293065237, -44.73184362123696 -23.296735486473484, -44.73378711075708 -23.292408543406435, -44.73613187878813 -23.2882852376088, -44.73885682280443 -23.284402678152937, -44.73957018971077 -23.283567442943795, -44.73972657593258 -23.283107056527744, -44.741653722368504 -23.27881084940458, -44.742815090682576 -23.276517540925386, -44.74544883781317 -23.271935112312594, -44.74649413901614 -23.270493604282066)))"
53,3303856,Paty Do Alferes,"POLYGON ((-43.43964053015148 -22.389547433602292, -43.439456726504126 -22.38876178862592, -43.438807055948814 -22.383711366701732, -43.43836070286881 -22.377925424721145, -43.43822556028401 -22.372940489617573, -43.43858764543425 -22.36796688570803, -43.43944335660907 -22.363054086110004, -43.44078418193253 -22.3582509591122, -43.44259678403197 -22.353605282074984, -43.444863132706715 -22.349163266182448, -43.4452780691914 -22.348518120439923, -43.37525326890935 -22.33239605438207, -43.37517223704404 -22.332377327140858, -43.367485329409014 -22.330594073278323, -43.362824231543904 -22.336041380498575, -43.35392199466901 -22.349165581056035, -43.35401874701651 -22.34925834087338, -43.357353151331424 -22.35319065497623, -43.36026489089208 -22.357445431006727, -43.36078466312906 -22.35840372897192, -43.3630482449545 -22.360516284309632, -43.36642704541495 -22.364391928141803, -43.36938996136676 -22.368594074822717, -43.37004185921807 -22.369756077250596, -43.370970903669374 -22.370619686027403, -43.37347160929418 -22.37137751506078, -43.37861409982016 -22.373282727792585, -43.38324072561144 -22.375267088084595, -43.38764435984431 -22.37770662851757, -43.391780361377826 -22.380576618638766, -43.39560680215492 -22.38384796438026, -43.39908489224143 -22.38748750299541, -43.402179373052824 -22.391458339240952, -43.40301907658953 -22.392793929287436, -43.404451021056644 -22.39425562988224, -43.411296459488135 -22.402005365884722, -43.412217603190044 -22.403154006940202, -43.41231808901326 -22.403085182621943, -43.416657875459684 -22.400705857688212, -43.43964053015148 -22.389547433602292))"
54,3303906,Petrópolis,"POLYGON ((-43.190943205335046 -22.481883358106273, -43.19262933626272 -22.480145565391062, -43.19636588756528 -22.47698211928647, -43.200393909228175 -22.474199270318856, -43.20467478185757 -22.47182369956129, -43.20916746180477 -22.469878183232563, -43.20929031288825 -22.46983873497924, -43.212420914961314 -22.467719516119622, -43.21662870480248 -22.465425216345462, -43.217338822235476 -22.4651222172323, -43.21754377629558 -22.464985224462563, -43.239995461495496 -22.451380181312846, -43.2408107601286 -22.44717373465408, -43.24218306940597 -22.442542716966464, -43.243995816079796 -22.438065719415402, -43.24623208391894 -22.43378452054974, -43.24887100446767 -22.429739071759652, -43.25188795178643 -22.425967124457326, -43.25525477225676 -22.422503877787467, -43.258940047305856 -22.419381650155106, -43.26290938659913 -22.416629577635973, -43.26415753404608 -22.415932073689714, -43.26729150570154 -22.41312949086838, -43.26900402778092 -22.411871273981365, -43.26453960493146 -22.410293224684143, -43.26019990013085 -22.408273812135267, -43.25607317959518 -22.405848684835636, -43.25219726234908 -22.403040067684735, -43.24860766894902 -22.399873700046378, -43.2453372959578 -22.39637859986222, -43.242416114466444 -22.39258679771898, -43.2398708954263 -22.388533043306506, -43.23807524460552 -22.384952875630958, -43.2370976474078 -22.38368656512811, -43.234477774291285 -22.379494023732192, -43.23267616623285 -22.375854078389306, -43.23136909714687 -22.374539369260308, -43.22956957051817 -22.372335805417343, -43.2294331234083 -22.372233066510418, -43.22585783488876 -22.368952216382407, -43.22261741439479 -22.365340244541052, -43.21974238236546 -22.361431170943536, -43.218464920000415 -22.359285729580435, -43.21789430451407 -22.359214821921874, -43.21314408160225 -22.35814737336523, -43.20852019669429 -22.356622987426277, -43.20406649173592 -22.354656117761838, -43.202344986192756 -22.353685751623022, -43.20144936422354 -22.353695205414052, -43.20128534510671 -22.35381193025862, -43.19701136158342 -22.356258864037535, -43.19251738613169 -22.358273461941575, -43.187847018258886 -22.359836178809203, -43.18304556879072 -22.360931853523873, -43.17815962027614 -22.36154985610366, -43.17323657505425 -22.361684190830896, -43.16832419536779 -22.361333554421226, -43.16347013998496 -22.360501348667746, -43.163342343269356 -22.360466209260796, -43.16036267983564 -22.3604440509435, -43.155548364329306 -22.359940154717773, -43.15080533635013 -22.358973081406397, -43.146178050487904 -22.357551895018172, -43.145211795342554 -22.357149236790296, -43.14077622886152 -22.356355711641964, -43.13626674692232 -22.35510447584719, -43.13189400109505 -22.353437108969683, -43.1276962984144 -22.35136821782248, -43.12217492523191 -22.34831782813701, -43.11823807068572 -22.34589892133725, -43.11454132366496 -22.34312691930112, -43.11111625429133 -22.34002549485264, -43.10799211256663 -22.336621134074502, -43.10548278295535 -22.333320664160315, -43.105161045526835 -22.3330702090949, -43.10467227931053 -22.332606209355852, -43.10231610310506 -22.332331749133093, -43.097681058425835 -22.33133995834513, -43.096987762871784 -22.331121210671185, -43.09696182560056 -22.33154164947857, -43.09618102344231 -22.336386264651058, -43.09492909106138 -22.341131010533964, -43.0932180870445 -22.3457301858333, -43.091064491746884 -22.350139491387907, -43.08848904855381 -22.354316456858086, -43.08551656408073 -22.358220849799007, -43.08306600504776 -22.36085721893807, -43.08316678650519 -22.361306826387747, -43.083766673636084 -22.366224494834604, -43.08387695981559 -22.37117738939048, -43.08349656232777 -22.376116885850063, -43.082882832500005 -22.379568253353444, -43.083478808638105 -22.38248112741764, -43.083985313509515 -22.3872271091174, -43.084036981933316 -22.391999762452095, -43.08387761439058 -22.39387749479636, -43.08592065400555 -22.399609860211143, -43.087371265140106 -22.40443663244153, -43.08832858244101 -22.409384919661687, -43.08878287879754 -22.414404443309227, -43.088729538194755 -22.419444201002594, -43.08816910261592 -22.42445298476612, -43.087198269626064 -22.428957647246854, -43.0880936589269 -22.429658274842094, -43.09161211495187 -22.433010447268025, -43.09478852672536 -22.436688354419935, -43.09759288783803 -22.44065725244364, -43.097947034367266 -22.441278806745437, -43.09879630202182 -22.441599324650202, -43.10339183378092 -22.443897298932797, -43.10772727109614 -22.44665475813253, -43.11175683244664 -22.44984258392371, -43.115437966312605 -22.45342711337864, -43.11873180051239 -22.45737049444274, -43.12160355268657 -22.461631085646136, -43.12324675954947 -22.464361970618825, -43.12561458859052 -22.4687853771408, -43.12752718578195 -22.47342381562909, -43.12896529269328 -22.478230580459815, -43.12961132146727 -22.48158392921533, -43.13425797734988 -22.48249061674907, -43.13901823674353 -22.48392236888974, -43.14361280459483 -22.48581971702515, -43.144375077170544 -22.48622736551374, -43.14478958705496 -22.486323961143317, -43.157505267949624 -22.489938664081592, -43.16238050097362 -22.491600354855176, -43.16249092462756 -22.49165120513238, -43.16551258964034 -22.492342277295126, -43.17047479751558 -22.494040758080683, -43.17523178499613 -22.496249697664698, -43.17760947321769 -22.497673899876904, -43.17983520494793 -22.493881389631387, -43.18268095893383 -22.48995918068502, -43.18589302844439 -22.486330868649585, -43.18944124310332 -22.48303053359063, -43.190943205335046 -22.481883358106273))"
55,3303955,Pinheiral,POLYGON EMPTY
56,3304003,Piraí,"POLYGON ((-43.88968822493245 -22.651938611414085, -43.89341699063451 -22.652082359538298, -43.89814055107957 -22.652718615785883, -43.900172703122664 -22.6531928298888, -43.90423940808692 -22.651641190124952, -43.90880751913216 -22.650378528140294, -43.91268180873759 -22.649694115474446, -43.91378936252278 -22.646116354599574, -43.91566299777901 -22.64164912121565, -43.917960138524336 -22.637384167807234, -43.92065922224913 -22.633361528098487, -43.92373491353632 -22.629618961294042, -43.92715834187672 -22.6261915976457, -43.93089737266702 -22.623111608696203, -43.93491690884684 -22.620407905295504, -43.939179220343355 -22.618105866224052, -43.94364429823116 -22.61622709997047, -43.947642583162256 -22.61476842715567, -43.952099622542946 -22.613374530670782, -43.954237261301834 -22.612919643099293, -43.95231460390479 -22.612851295567374, -43.94742486389434 -22.612190843592657, -43.94262402865256 -22.61105166179773, -43.9379588501613 -22.60944484387857, -43.93347475933607 -22.60738603751281, -43.929215423606045 -22.60489529197792, -43.9252223216675 -22.601996862905306, -43.9215343395517 -22.59871897607166, -43.89667919518975 -22.574328856670263, -43.87436655315481 -22.57833872696626, -43.86952326881301 -22.578966788070783, -43.864641814987344 -22.579119341387386, -43.85976876438685 -22.57879493144369, -43.85746288012045 -22.578412889572427, -43.854156229403316 -22.581952520476168, -43.85031878532623 -22.585664730567178, -43.846673202469944 -22.588864020535905, -43.84273478545486 -22.591695027791506, -43.84211780237635 -22.592053386077446, -43.8423770978869 -22.59219219562365, -43.84640916736831 -22.594999807029307, -43.84734994082757 -22.595301195432054, -43.85209245659252 -22.59738314159504, -43.85659415359791 -22.599944523971427, -43.86679918356182 -22.606472913077504, -43.87087153555997 -22.609374936848337, -43.874633648189686 -22.612669219975924, -43.87804789160745 -22.616322811995786, -43.88108011546793 -22.620299168521967, -43.883699990506535 -22.624558516775565, -43.88588131190235 -22.629058253404693, -43.88760226138707 -22.63375337061669, -43.88884562547823 -22.63859690636036, -43.8895989676539 -22.643540414055277, -43.889854752746764 -22.648534447169865, -43.88968822493245 -22.651938611414085))"
57,3304102,Porciúncula,POLYGON EMPTY
58,3304110,Porto Real,POLYGON EMPTY
59,3304128,Quatis,POLYGON EMPTY
60,3304144,Queimados,POLYGON EMPTY
61,3304151,Quissamã,"POLYGON ((-41.537249956729546 -22.10415271827178, -41.535992454019535 -22.103913769057012, -41.53116504004371 -22.1024809095688, -41.52650623017105 -22.100569757409136, -41.52206327780071 -22.098199697021325, -41.51437365281862 -22.093585922032023, -41.51025008125577 -22.090824558397568, -41.50642056345013 -22.087668015204144, -41.502922826235746 -22.084147389416767, -41.499791327880764 -22.08029736479238, -41.497056918618746 -22.076155870189773, -41.48877492189038 -22.062146224842657, -41.48646675007886 -22.058335057189787, -41.47417388868153 -22.053688905833244, -41.47119870119306 -22.053650096174362, -41.466226101056236 -22.053084892377168, -41.46133491157233 -22.052025424168242, -41.456574135039965 -22.05048230581181, -41.45199146721779 -22.048470997012853, -41.4483297410359 -22.046640133921837, -41.44427250711506 -22.04436985016448, -41.440443686020565 -22.04173252871012, -41.437986463481295 -22.03967877933756, -41.31395248787874 -22.104383798192373, -41.31231149832656 -22.107193735023635, -41.30797928337017 -22.11350833394698, -41.46775328642885 -22.15521134460737, -41.469788314197466 -22.15578875888251, -41.49616808491773 -22.163880426142413, -41.49619075340215 -22.163838776308946, -41.498916925684895 -22.15981649368604, -41.50197334954258 -22.156134809986515, -41.5020259578082 -22.15572281504045, -41.50301849334665 -22.15125453025769, -41.50441548534654 -22.14689573351465, -41.50620522662616 -22.142682952740987, -41.50837271865553 -22.13865149221191, -41.51322510568344 -22.130539857756812, -41.51659834722672 -22.12559821827173, -41.52053771326792 -22.121094891223514, -41.537249956729546 -22.10415271827178))"
62,3304201,Resende,"POLYGON ((-44.46308976659578 -22.558856519557487, -44.467411973590735 -22.557000633548054, -44.47217362975108 -22.555498024797913, -44.47706140996161 -22.554477825278735, -44.48202657092714 -22.553950208910816, -44.4870195976744 -22.553920437338345, -44.49199069733912 -22.554388807457766, -44.49689029572446 -22.555350648456972, -44.501669531678715 -22.556796368394895, -44.50628074436225 -22.55871154985695, -44.51067794854428 -22.561077093732443, -44.51481729318975 -22.56386940968007, -44.517514714850115 -22.565892102384314, -44.51826255754821 -22.565423737295994, -44.51950064344907 -22.564356969166983, -44.5234278484108 -22.561582815961028, -44.52345329213541 -22.56156828826933, -44.52321644621907 -22.561249686112177, -44.520652886526086 -22.556967118760152, -44.51852907102914 -22.55245030249656, -44.516866163313 -22.54774424689216, -44.51568073406775 -22.542895847266657, -44.51544482761036 -22.54122096247262, -44.515228781027645 -22.541131911622752, -44.51064063856962 -22.538653269844872, -44.50633561417295 -22.535710230391807, -44.50587580722545 -22.535319786867596, -44.50314230449764 -22.534422232435595, -44.49575883364335 -22.531589711086617, -44.49111738851222 -22.529533070969958, -44.48670841719281 -22.527016376038254, -44.48257737226684 -22.524065571182913, -44.478766841141564 -22.520711076583414, -44.477096988984975 -22.518909180117653, -44.47490678339067 -22.5179045491357, -44.47173982920947 -22.516056482570644, -44.47141525964699 -22.51596376479346, -44.46678103941308 -22.51412343143026, -44.462353162589665 -22.511830675250305, -44.458175664985724 -22.509108298011004, -44.45429009235643 -22.505983374106886, -44.450735087225254 -22.502486981311257, -44.44754600457904 -22.498653891703686, -44.4447545602581 -22.494522225857185, -44.44333092715979 -22.491881302717783, -44.440464761753795 -22.488532729495766, -44.437525682640114 -22.484277466974035, -44.435041866255844 -22.47974137820345, -44.43303988491096 -22.47497299106941, -44.431440919568765 -22.470534222926908, -44.42997225833604 -22.465705567651792, -44.4289978689852 -22.460753452651577, -44.42852767971648 -22.455728335773934, -44.428566481359375 -22.450681418693687, -44.42911387855807 -22.445664125211213, -44.43016429379984 -22.44072757728759, -44.43170702424514 -22.435922074155187, -44.43372635078046 -22.43129657981121, -44.43608974527658 -22.427097149205164, -44.43629670465553 -22.42668398885605, -44.436343064671604 -22.426418931841454, -44.4376735859093 -22.42165186072105, -44.43946888082439 -22.417039684445278, -44.44171135893503 -22.412627593585572, -44.444379048212994 -22.40845881825615, -44.44744581036788 -22.404574204540953, -44.450881596952726 -22.401011814279578, -44.45465274378173 -22.397806552133503, -44.458722300775364 -22.39498982358667, -44.46305039400101 -22.392589227231376, -44.46759461636181 -22.39062828435444, -44.503368226925225 -22.377249879658574, -44.50213251133588 -22.374318185570857, -44.50071932989518 -22.369823761938278, -44.50056521230907 -22.369102034171707, -44.49713401095108 -22.365969245957604, -44.49391833128632 -22.362411017101024, -44.491491795494504 -22.359144537203772, -44.48814803707908 -22.35674376677322, -44.48434288262656 -22.35372098928464, -44.48380645488545 -22.353202346972726, -44.482714942750384 -22.35278697830062, -44.478298567218566 -22.350585938805494, -44.47602210203452 -22.34915527858769, -44.47268491083735 -22.34751075706845, -44.4687086404145 -22.345066054526402, -44.464977669775514 -22.342261209595613, -44.462302230001946 -22.339827976017474, -44.46057031217517 -22.339095580689904, -44.456263478940755 -22.336752980941913, -44.452206775634735 -22.33399984738626, -44.448439205976406 -22.33086265039563, -44.44837924297155 -22.330801835814995, -44.44723792534307 -22.330074634816246, -44.44350414544649 -22.32715582888858, -44.4409786134842 -22.326265516408412, -44.43650125052432 -22.324169482772223, -44.432252762716296 -22.32164154143122, -44.428274683508185 -22.318706405677545, -44.42460590281886 -22.3153927695581, -44.42128228684803 -22.311733027359946, -44.42022228190688 -22.31030453032142, -44.41808407507228 -22.312128666586162, -44.413945119285955 -22.31499427764577, -44.40953898936423 -22.317429170016894, -44.40491035056644 -22.31940866101856, -44.40010612374057 -22.320912684406576, -44.39517500968322 -22.321925993786518, -44.39016699545607 -22.32243831716754, -44.385132847663414 -22.322444461090274, -44.38012359782741 -22.321944363273335, -44.37853420289596 -22.321621795108364, -44.37856668995296 -22.321741173038596, -44.37974913240132 -22.324406052825065, -44.381317888400865 -22.32918982138228, -44.38170847832973 -22.330968611263327, -44.384094936687134 -22.33455201401901, -44.38637991083066 -22.338831084872297, -44.38823947017048 -22.34331144124938, -44.38965611137804 -22.34795091125069, -44.39061650014558 -22.352705825300305, -44.39111159669699 -22.357531427191137, -44.39111305696393 -22.35781314498073, -44.391679258476614 -22.360100056845, -44.39238005134739 -22.364835172518305, -44.39262484155212 -22.369615602294274, -44.39249050079436 -22.372625161238993, -44.392687815324614 -22.37439046847617, -44.392741443245455 -22.379420583435465, -44.392289370576115 -22.384430629618812, -44.39220262671143 -22.385044776180976, -44.393977471868546 -22.387638415100977, -44.39635319728542 -22.39197495697323, -44.39828897561268 -22.396524949163762, -44.39976587519639 -22.401243893355613, -44.40076945215554 -22.406085638903786, -44.40128989164127 -22.411002834182383, -44.40131161879787 -22.414337942819174, -44.404525792581666 -22.41722900145517, -44.40804889714258 -22.42114285565365, -44.41114082875576 -22.42540554017558, -44.4137672910721 -22.429969772436863, -44.41803266666421 -22.438377483940442, -44.419995280736885 -22.442754738180476, -44.42152938259088 -22.447299926865416, -44.42262085099742 -22.451971212063057, -44.423259639116985 -22.456725595137492, -44.42343986697938 -22.461519312546535, -44.42315987560813 -22.466308238680043, -44.422422242291184 -22.471048292030996, -44.42123375685727 -22.47569584096065, -44.419605359176316 -22.480208105322678, -44.41755203845921 -22.48454355024943, -44.4150926952839 -22.488662268475554, -44.41224996761773 -22.49252634767973, -44.409353125923225 -22.495761697103006, -44.40736399439936 -22.49958932780565, -44.40713814159866 -22.499934037943806, -44.40655116491224 -22.501086509366658, -44.40392077443818 -22.505201255188897, -44.40161468788322 -22.508133071913864, -44.40082542915851 -22.509699296470984, -44.39795977171261 -22.51414454818277, -44.39464059605789 -22.51826223301184, -44.39090407651165 -22.5224261773032, -44.39329039061795 -22.522371695500162, -44.39812327364871 -22.522730638551604, -44.40289870677188 -22.523555767019957, -44.40757182842546 -22.52483932945085, -44.41209873818588 -22.52656926775152, -44.41643690917912 -22.528729330467424, -44.420545587588286 -22.531299225452283, -44.424386175504786 -22.53425481049738, -44.42792259352629 -22.537568320129225, -44.43112161969529 -22.54120862644508, -44.43354621575123 -22.544576251508538, -44.43570143055822 -22.545753020232986, -44.43969367037786 -22.548462695362787, -44.4410890827056 -22.54962107738467, -44.44493448257612 -22.550497543991018, -44.44953150114026 -22.552026183124113, -44.453959005553415 -22.55399253048654, -44.45817543161326 -22.55637812654624, -44.45980150553869 -22.55751900817035, -44.46250473497994 -22.558565573777283, -44.46308976659578 -22.558856519557487))"
