id_municipio,nome_municipio,ano,meanApgar1
3300100,Angra Dos Reis,2008,8.03
3300159,Aperibé,2008,7.73
3300209,Araruama,2008,7.84
3300225,Areal,2008,8.0
3300233,Armação Dos Búzios,2008,7.89
3300258,Arraial Do Cabo,2008,8.3
3300308,Barra Do Piraí,2008,7.77
3300407,Barra Mansa,2008,8.28
3300456,Belford Roxo,2008,7.83
3300506,Bom Jardim,2008,8.88
3300605,Bom Jesus Do Itabapoana,2008,8.76
3300704,Cabo Frio,2008,8.11
3300803,Cachoeiras De Macacu,2008,8.51
3300902,Cambuci,2008,7.57
3300936,Carapebus,2008,8.0
3301009,Campos Dos Goytacazes,2008,8.05
3301108,Cantagalo,2008,8.69
3301207,Carmo,2008,8.71
3301306,Casimiro De Abreu,2008,8.12
3301405,Conceição De Macabu,2008,7.82
3301504,Cordeiro,2008,8.46
3301603,Duas Barras,2008,8.62
3301702,Duque De Caxias,2008,8.08
3301801,Engenheiro Paulo De Frontin,2008,7.45
3301850,Guapimirim,2008,8.09
3301876,Iguaba Grande,2008,0.0
3301900,Itaboraí,2008,8.33
3302007,Itaguaí,2008,8.19
3302056,Italva,2008,8.0
3302106,Itaocara,2008,8.04
3302205,Itaperuna,2008,7.81
3302254,Itatiaia,2008,7.73
3302270,Japeri,2008,7.88
3302304,Laje Do Muriaé,2008,8.59
3302403,Macaé,2008,8.19
3302502,Magé,2008,7.86
3302601,Mangaratiba,2008,7.98
3302700,Maricá,2008,5.82
3302809,Mendes,2008,9.0
3302858,Mesquita,2008,7.99
3302908,Miguel Pereira,2008,8.24
3303005,Miracema,2008,8.62
3303104,Natividade,2008,8.52
3303203,Nilópolis,2008,8.11
3303302,Niterói,2008,8.25
3303401,Nova Friburgo,2008,8.48
3303500,Nova Iguaçu,2008,7.82
3303609,Paracambi,2008,8.23
3303708,Paraíba Do Sul,2008,8.12
3303807,Paraty,2008,8.2
3303906,Petrópolis,2008,7.94
3303955,Pinheiral,2008,8.31
3304003,Piraí,2008,8.53
3304102,Porciúncula,2008,7.84
3304110,Porto Real,2008,7.74
3304128,Quatis,2008,8.6
3304144,Queimados,2008,7.91
3304151,Quissamã,2008,8.2
3304201,Resende,2008,8.02
3304300,Rio Bonito,2008,8.56
3304409,Rio Claro,2008,7.91
3304508,Rio Das Flores,2008,7.88
3304524,Rio Das Ostras,2008,8.35
3304557,Rio De Janeiro,2008,8.2
3304607,Santa Maria Madalena,2008,7.8
3304706,Santo Antônio De Pádua,2008,8.92
3304755,São Francisco De Itabapoana,2008,7.94
3304805,São Fidélis,2008,8.05
3304904,São Gonçalo,2008,8.23
3305109,São João De Meriti,2008,7.61
3305158,São José Do Vale Do Rio Preto,2008,8.34
3305208,São Pedro Da Aldeia,2008,8.34
3305307,São Sebastião Do Alto,2008,7.94
3305505,Saquarema,2008,7.92
3305554,Seropédica,2008,7.98
3305604,Silva Jardim,2008,7.61
3305703,Sumidouro,2008,8.2
3305752,Tanguá,2008,9.0
3305802,Teresópolis,2008,8.45
3305901,Trajano De Moraes,2008,8.0
3306008,Três Rios,2008,8.71
3306107,Valença,2008,8.19
3306156,Varre-Sai,2008,8.07
3306206,Vassouras,2008,8.57
3306305,Volta Redonda,2008,8.32
