,id_municipio,nome_municipio,ano,meanApgar1
0,3300100,Angra Dos Reis,2011,8.084130781499203
1,3300159,Aperibé,2011,8.524390243902438
2,3300209,Araruama,2011,7.928354584092289
3,3300233,Armação Dos Búzios,2011,8.243852459016393
4,3300258,Arraial Do Cabo,2011,8.91891891891892
5,3300308,Barra Do Piraí,2011,7.614305750350631
6,3300407,Barra Mansa,2011,8.054715302491104
7,3300456,Belford Roxo,2011,7.944358718344377
8,3300506,Bom Jardim,2011,8.885057471264368
9,3300605,Bom Jesus Do Itabapoana,2011,8.847980997624703
10,3300704,Cabo Frio,2011,8.1340371081254
11,3300803,Cachoeiras De Macacu,2011,8.36541889483066
12,3300902,Cambuci,2011,7.8734177215189876
13,3300936,Carapebus,2011,4.666666666666667
14,3301009,Campos Dos Goytacazes,2011,8.166431593794076
15,3301108,Cantagalo,2011,8.62114537444934
16,3301207,Carmo,2011,8.532075471698112
17,3301306,Casimiro De Abreu,2011,8.190635451505017
18,3301405,Conceição De Macabu,2011,8.23076923076923
19,3301504,Cordeiro,2011,8.576642335766424
20,3301603,Duas Barras,2011,8.292134831460674
21,3301702,Duque De Caxias,2011,8.147900072411296
22,3301801,Engenheiro Paulo De Frontin,2011,7.5
23,3301850,Guapimirim,2011,8.168831168831169
24,3301900,Itaboraí,2011,8.494092373791622
25,3302007,Itaguaí,2011,8.098958333333334
26,3302056,Italva,2011,6.904899135446686
27,3302106,Itaocara,2011,8.387665198237885
28,3302205,Itaperuna,2011,8.132191780821918
29,3302254,Itatiaia,2011,8.134146341463415
30,3302270,Japeri,2011,7.986754966887418
31,3302304,Laje Do Muriaé,2011,8.446428571428571
32,3302403,Macaé,2011,8.407934655775962
33,3302452,Macuco,2011,8.0
34,3302502,Magé,2011,7.982899339292654
35,3302601,Mangaratiba,2011,8.147668393782384
36,3302700,Maricá,2011,8.625
37,3302858,Mesquita,2011,7.8159203980099505
38,3302908,Miguel Pereira,2011,8.160611854684513
39,3303005,Miracema,2011,8.610810810810811
40,3303104,Natividade,2011,7.7631578947368425
41,3303203,Nilópolis,2011,8.183893731838937
42,3303302,Niterói,2011,8.310704960835508
43,3303401,Nova Friburgo,2011,8.390833333333333
44,3303500,Nova Iguaçu,2011,7.859814687714482
45,3303609,Paracambi,2011,7.973209404045927
46,3303708,Paraíba Do Sul,2011,8.088709677419354
47,3303807,Paraty,2011,8.286324786324787
48,3303906,Petrópolis,2011,7.979399910434394
49,3303955,Pinheiral,2011,8.322033898305085
50,3304003,Piraí,2011,8.237837837837837
51,3304102,Porciúncula,2011,7.803191489361702
52,3304110,Porto Real,2011,8.040462427745664
53,3304128,Quatis,2011,9.25
54,3304144,Queimados,2011,7.906601650412603
55,3304151,Quissamã,2011,8.185454545454546
56,3304201,Resende,2011,8.010204081632653
57,3304300,Rio Bonito,2011,8.497969130787977
58,3304409,Rio Claro,2011,8.104477611940299
59,3304508,Rio Das Flores,2011,8.023809523809524
60,3304524,Rio Das Ostras,2011,8.078644501278772
61,3304557,Rio De Janeiro,2011,8.267000925988663
62,3304607,Santa Maria Madalena,2011,7.230088495575221
63,3304706,Santo Antônio De Pádua,2011,9.079591836734695
64,3304755,São Francisco De Itabapoana,2011,8.08
65,3304805,São Fidélis,2011,7.942708333333333
66,3304904,São Gonçalo,2011,8.256243421682136
67,3305109,São João De Meriti,2011,8.006972111553784
68,3305158,São José Do Vale Do Rio Preto,2011,8.795918367346939
69,3305208,São Pedro Da Aldeia,2011,8.479229989868287
70,3305307,São Sebastião Do Alto,2011,7.870967741935484
71,3305406,Sapucaia,2011,8.0
72,3305505,Saquarema,2011,7.988789237668161
73,3305554,Seropédica,2011,7.986359761295823
74,3305604,Silva Jardim,2011,7.142857142857143
75,3305703,Sumidouro,2011,8.533333333333333
76,3305802,Teresópolis,2011,8.508116883116884
77,3305901,Trajano De Moraes,2011,7.733333333333333
78,3306008,Três Rios,2011,8.72002200220022
79,3306107,Valença,2011,8.292325056433409
80,3306156,Varre-Sai,2011,8.011627906976743
81,3306206,Vassouras,2011,8.332591768631813
82,3306305,Volta Redonda,2011,8.383846356222048
