id_municipio,nome_municipio,ano,meanApgar1
3300100,Angra Dos Reis,2007,8.09
3300159,Aperibé,2007,7.92
3300209,Araruama,2007,8.02
3300225,Areal,2007,8.0
3300233,Armação Dos Búzios,2007,7.91
3300258,Arraial Do Cabo,2007,7.98
3300308,Barra Do Piraí,2007,7.72
3300407,Barra Mansa,2007,8.24
3300456,Belford Roxo,2007,7.75
3300506,Bom Jardim,2007,8.81
3300605,Bom Jesus Do Itabapoana,2007,8.69
3300704,Cabo Frio,2007,8.17
3300803,Cachoeiras De Macacu,2007,8.67
3300902,Cambuci,2007,7.71
3300936,Carapebus,2007,8.0
3301009,Campos Dos Goytacazes,2007,7.97
3301108,Cantagalo,2007,8.57
3301207,Carmo,2007,8.48
3301306,Casimiro De Abreu,2007,8.08
3301405,Conceição De Macabu,2007,7.81
3301504,Cordeiro,2007,8.17
3301603,Duas Barras,2007,7.94
3301702,Duque De Caxias,2007,8.1
3301801,Engenheiro Paulo De Frontin,2007,7.49
3301850,Guapimirim,2007,7.91
3301900,Itaboraí,2007,8.21
3302007,Itaguaí,2007,8.15
3302056,Italva,2007,8.0
3302106,Itaocara,2007,8.0
3302205,Itaperuna,2007,7.84
3302254,Itatiaia,2007,7.94
3302270,Japeri,2007,7.95
3302304,Laje Do Muriaé,2007,8.64
3302403,Macaé,2007,8.19
3302502,Magé,2007,7.85
3302601,Mangaratiba,2007,8.0
3302700,Maricá,2007,6.3
3302809,Mendes,2007,8.5
3302858,Mesquita,2007,8.08
3302908,Miguel Pereira,2007,8.11
3303005,Miracema,2007,8.71
3303104,Natividade,2007,8.64
3303203,Nilópolis,2007,8.02
3303302,Niterói,2007,8.16
3303401,Nova Friburgo,2007,8.49
3303500,Nova Iguaçu,2007,7.8
3303609,Paracambi,2007,7.86
3303708,Paraíba Do Sul,2007,7.21
3303807,Paraty,2007,8.14
3303906,Petrópolis,2007,7.93
3303955,Pinheiral,2007,8.6
3304003,Piraí,2007,8.41
3304102,Porciúncula,2007,8.19
3304110,Porto Real,2007,7.83
3304128,Quatis,2007,8.67
3304144,Queimados,2007,7.98
3304151,Quissamã,2007,7.75
3304201,Resende,2007,8.0
3304300,Rio Bonito,2007,8.52
3304409,Rio Claro,2007,7.61
3304508,Rio Das Flores,2007,7.75
3304524,Rio Das Ostras,2007,8.32
3304557,Rio De Janeiro,2007,8.19
3304607,Santa Maria Madalena,2007,8.07
3304706,Santo Antônio De Pádua,2007,8.93
3304755,São Francisco De Itabapoana,2007,7.84
3304805,São Fidélis,2007,7.75
3304904,São Gonçalo,2007,8.28
3305109,São João De Meriti,2007,7.62
3305158,São José Do Vale Do Rio Preto,2007,8.34
3305208,São Pedro Da Aldeia,2007,8.27
3305307,São Sebastião Do Alto,2007,8.09
3305505,Saquarema,2007,8.09
3305554,Seropédica,2007,8.14
3305604,Silva Jardim,2007,7.9
3305703,Sumidouro,2007,8.31
3305752,Tanguá,2007,9.0
3305802,Teresópolis,2007,8.39
3305901,Trajano De Moraes,2007,7.84
3306008,Três Rios,2007,8.7
3306107,Valença,2007,8.24
3306156,Varre-Sai,2007,8.39
3306206,Vassouras,2007,8.32
3306305,Volta Redonda,2007,8.41
