,id_municipio,nome_municipio,ano,meanApgar1
0,3300100,Angra Dos Reis,1998,8.010534846029174
1,3300159,Aperibé,1998,9.0
2,3300209,Araruama,1998,7.8580246913580245
3,3300225,Areal,1998,8.0
4,3300233,Armação Dos Búzios,1998,4.5
5,3300258,Arraial Do Cabo,1998,8.008547008547009
6,3300308,Barra Do Piraí,1998,7.683190883190883
7,3300407,Barra Mansa,1998,8.084928229665072
8,3300456,Belford Roxo,1998,7.466891436277815
9,3300506,Bom Jardim,1998,8.481617647058824
10,3300605,Bom Jesus Do Itabapoana,1998,8.62116716122651
11,3300704,Cabo Frio,1998,7.782116788321168
12,3300803,Cachoeiras De Macacu,1998,8.75
13,3300902,Cambuci,1998,7.293193717277487
14,3301009,Campos Dos Goytacazes,1998,8.132525828286427
15,3301108,Cantagalo,1998,7.861878453038674
16,3301207,Carmo,1998,7.937086092715232
17,3301306,Casimiro De Abreu,1998,7.728971962616822
18,3301405,Conceição De Macabu,1998,7.5
19,3301504,Cordeiro,1998,8.262396694214877
20,3301603,Duas Barras,1998,8.565217391304348
21,3301702,Duque De Caxias,1998,7.385185816570065
22,3301801,Engenheiro Paulo De Frontin,1998,8.072289156626505
23,3301850,Guapimirim,1998,7.084507042253521
24,3301900,Itaboraí,1998,7.3724604966139955
25,3302007,Itaguaí,1998,1.2198581560283688
26,3302056,Italva,1998,9.934911242603551
27,3302106,Itaocara,1998,6.897172236503856
28,3302205,Itaperuna,1998,7.739427860696518
29,3302254,Itatiaia,1998,8.085603112840467
30,3302270,Japeri,1998,6.960466623460791
31,3302304,Laje Do Muriaé,1998,7.63963963963964
32,3302403,Macaé,1998,8.078218562874252
33,3302502,Magé,1998,7.610366624525916
34,3302601,Mangaratiba,1998,7.948186528497409
35,3302700,Maricá,1998,6.368421052631579
36,3302809,Mendes,1998,8.048484848484849
37,3302908,Miguel Pereira,1998,7.789340101522843
38,3303005,Miracema,1998,8.731462925851703
39,3303104,Natividade,1998,8.49469964664311
40,3303203,Nilópolis,1998,8.098745447187374
41,3303302,Niterói,1998,8.027479526842583
42,3303401,Nova Friburgo,1998,8.413342053629824
43,3303500,Nova Iguaçu,1998,7.953174352495262
44,3303609,Paracambi,1998,7.830915684496826
45,3303708,Paraíba Do Sul,1998,7.916949152542373
46,3303807,Paraty,1998,8.576923076923077
47,3303906,Petrópolis,1998,7.815030946065429
48,3303955,Pinheiral,1998,5.0
49,3304003,Piraí,1998,7.85
50,3304102,Porciúncula,1998,8.496240601503759
51,3304128,Quatis,1998,8.5
52,3304144,Queimados,1998,7.211347517730497
53,3304151,Quissamã,1998,7.7573221757322175
54,3304201,Resende,1998,8.1559670781893
55,3304300,Rio Bonito,1998,8.070870870870872
56,3304409,Rio Claro,1998,7.17799352750809
57,3304508,Rio Das Flores,1998,8.03883495145631
58,3304524,Rio Das Ostras,1998,7.857142857142857
59,3304557,Rio De Janeiro,1998,7.615384615384615
60,3304607,Santa Maria Madalena,1998,7.984126984126984
61,3304706,Santo Antônio De Pádua,1998,9.303636363636363
62,3304755,São Francisco De Itabapoana,1998,7.701492537313433
63,3304805,São Fidélis,1998,8.26923076923077
64,3304904,São Gonçalo,1998,8.160588150497333
65,3305000,São João Da Barra,1998,0.0
66,3305109,São João De Meriti,1998,8.052660960178638
67,3305158,São José Do Vale Do Rio Preto,1998,8.138297872340425
68,3305505,Saquarema,1998,8.211367673179396
69,3305604,Silva Jardim,1998,7.5
70,3305703,Sumidouro,1998,7.923076923076923
71,3305802,Teresópolis,1998,8.228195937873357
72,3305901,Trajano De Moraes,1998,8.494623655913978
73,3306008,Três Rios,1998,7.505388542257515
74,3306107,Valença,1998,7.918629550321199
75,3306156,Varre-Sai,1998,8.107784431137725
76,3306206,Vassouras,1998,7.750291715285881
77,3306305,Volta Redonda,1998,8.153951755246126
