,id_municipio,nome_municipio,ano,meanApgar1
0,3300100,Angra Dos Reis,2010,8.091162420382165
1,3300159,Aperibé,2010,8.761904761904763
2,3300209,Araruama,2010,7.993646759847522
3,3300233,Armação Dos Búzios,2010,8.134831460674157
4,3300258,Arraial Do Cabo,2010,8.494949494949495
5,3300308,Barra Do Piraí,2010,7.549401197604791
6,3300407,Barra Mansa,2010,8.13298379408961
7,3300456,Belford Roxo,2010,7.890759005145798
8,3300506,Bom Jardim,2010,8.92507204610951
9,3300605,Bom Jesus Do Itabapoana,2010,8.78125
10,3300704,Cabo Frio,2010,8.169863013698631
11,3300803,Cachoeiras De Macacu,2010,8.340725806451612
12,3300902,Cambuci,2010,7.896551724137931
13,3300936,Carapebus,2010,5.5
14,3300951,Comendador Levy Gasparian,2010,7.0
15,3301009,Campos Dos Goytacazes,2010,8.048019574858541
16,3301108,Cantagalo,2010,8.862542955326461
17,3301207,Carmo,2010,8.671111111111111
18,3301306,Casimiro De Abreu,2010,8.304347826086957
19,3301405,Conceição De Macabu,2010,8.047619047619047
20,3301504,Cordeiro,2010,8.627906976744185
21,3301603,Duas Barras,2010,8.640449438202246
22,3301702,Duque De Caxias,2010,8.121960007205908
23,3301801,Engenheiro Paulo De Frontin,2010,8.5
24,3301850,Guapimirim,2010,8.104910714285714
25,3301900,Itaboraí,2010,8.254746136865343
26,3302007,Itaguaí,2010,8.29406392694064
27,3302056,Italva,2010,7.2477611940298505
28,3302106,Itaocara,2010,8.42608695652174
29,3302205,Itaperuna,2010,8.08779443254818
30,3302254,Itatiaia,2010,8.016129032258064
31,3302270,Japeri,2010,7.950331125827814
32,3302304,Laje Do Muriaé,2010,8.580645161290322
33,3302403,Macaé,2010,8.339564600094652
34,3302502,Magé,2010,7.9782515991471215
35,3302601,Mangaratiba,2010,7.6740331491712706
36,3302700,Maricá,2010,7.9245283018867925
37,3302858,Mesquita,2010,7.7526132404181185
38,3302908,Miguel Pereira,2010,8.19744058500914
39,3303005,Miracema,2010,8.56
40,3303104,Natividade,2010,8.04639175257732
41,3303203,Nilópolis,2010,8.163112772037811
42,3303302,Niterói,2010,8.298374572937156
43,3303401,Nova Friburgo,2010,8.53077224617797
44,3303500,Nova Iguaçu,2010,7.767573295655246
45,3303609,Paracambi,2010,7.929440389294404
46,3303708,Paraíba Do Sul,2010,8.070796460176991
47,3303807,Paraty,2010,8.594713656387665
48,3303906,Petrópolis,2010,7.952536063285249
49,3303955,Pinheiral,2010,8.368852459016393
50,3304003,Piraí,2010,8.45
51,3304102,Porciúncula,2010,7.877659574468085
52,3304110,Porto Real,2010,8.18716577540107
53,3304128,Quatis,2010,9.0
54,3304144,Queimados,2010,7.936479929422144
55,3304151,Quissamã,2010,8.207236842105264
56,3304201,Resende,2010,8.101596516690856
57,3304300,Rio Bonito,2010,8.448551448551449
58,3304409,Rio Claro,2010,8.311688311688311
59,3304508,Rio Das Flores,2010,8.0
60,3304524,Rio Das Ostras,2010,8.106267029972752
61,3304557,Rio De Janeiro,2010,8.214690316952602
62,3304607,Santa Maria Madalena,2010,7.504854368932039
63,3304706,Santo Antônio De Pádua,2010,9.064049586776859
64,3304755,São Francisco De Itabapoana,2010,8.147368421052631
65,3304805,São Fidélis,2010,7.873333333333333
66,3304904,São Gonçalo,2010,8.179923656246777
67,3305109,São João De Meriti,2010,8.005449591280653
68,3305158,São José Do Vale Do Rio Preto,2010,8.267175572519085
69,3305208,São Pedro Da Aldeia,2010,8.475703324808185
70,3305307,São Sebastião Do Alto,2010,7.869565217391305
71,3305406,Sapucaia,2010,8.0
72,3305505,Saquarema,2010,7.785714285714286
73,3305554,Seropédica,2010,8.042183622828784
74,3305604,Silva Jardim,2010,7.7894736842105265
75,3305703,Sumidouro,2010,8.3359375
76,3305802,Teresópolis,2010,8.345549738219896
77,3305901,Trajano De Moraes,2010,8.2
78,3306008,Três Rios,2010,8.73249551166966
79,3306107,Valença,2010,8.279787234042553
80,3306156,Varre-Sai,2010,7.905882352941177
81,3306206,Vassouras,2010,8.334736842105263
82,3306305,Volta Redonda,2010,8.373011664899257
